Customer ID,Recency,Frequency,Monetary
14179,41.0,165.0,719.78
14180,11.0,298.0,5909.0
14181,411.0,54.0,310.55
14182,444.0,52.0,660.07
14183,412.0,35.0,286.29
14184,67.0,24.0,452.89
14185,332.0,3.0,197.65
14186,428.0,104.0,1550.63
14187,474.0,8.0,123.5
14188,9.0,71.0,2018.91
14189,3.0,317.0,5453.38
14190,667.0,1.0,79.9
14191,2.0,267.0,4779.96
14192,389.0,14.0,293.74
14193,68.0,64.0,1210.19
14194,5.0,986.0,18442.87
14195,202.0,21.0,2401.4
14196,107.0,6.0,335.52
14197,411.0,20.0,390.05
14198,5.0,97.0,1527.58
14199,219.0,16.0,916.5
14200,618.0,21.0,379.2
14201,61.0,54.0,1163.84
14202,382.0,29.0,847.76
14203,398.0,16.0,339.34
14204,3.0,232.0,1062.96
14205,17.0,135.0,2156.3
14206,240.0,70.0,1165.11
14207,688.0,2.0,157.8
14208,95.0,35.0,567.05
14209,11.0,237.0,4937.37
14210,92.0,321.0,5509.37
14211,54.0,249.0,4301.69
14212,90.0,21.0,2190.14
14214,31.0,70.0,1000.23
14215,12.0,187.0,3238.53
14216,4.0,79.0,2142.39
14217,2.0,179.0,3105.52
14218,43.0,12.0,169.48
14219,5.0,43.0,633.83
14220,248.0,38.0,1515.0
14221,43.0,348.0,6512.54
14222,178.0,41.0,683.17
14223,93.0,59.0,975.23
14224,111.0,238.0,1897.9
14225,435.0,91.0,2015.12
14226,29.0,105.0,2967.78
14227,27.0,388.0,6327.31
14228,438.0,38.0,745.5
14229,52.0,78.0,2468.99
14230,436.0,33.0,979.8
14231,184.0,69.0,1131.97
14232,32.0,118.0,2043.93
14233,44.0,77.0,2766.96
14234,23.0,159.0,775.46
14235,76.0,147.0,4666.99
14236,81.0,49.0,1543.44
14237,374.0,27.0,466.04
14238,327.0,13.0,434.23
14239,44.0,215.0,4203.72
14240,31.0,61.0,1247.49
14241,184.0,12.0,333.7
14242,235.0,16.0,280.55
14243,9.0,370.0,7152.06
14244,660.0,20.0,354.82
14245,177.0,112.0,1677.48
14246,111.0,75.0,1474.06
14247,279.0,118.0,769.71
14248,319.0,47.0,1032.95
14249,411.0,291.0,5625.46
14250,8.0,111.0,1904.05
14251,2.0,78.0,2879.7
14252,382.0,10.0,350.99
14253,494.0,12.0,363.4
14254,433.0,23.0,601.03
14256,261.0,134.0,2397.34
14257,65.0,240.0,5954.45
14258,10.0,308.0,31335.75
14259,142.0,5.0,120.0
14260,472.0,51.0,824.28
14261,51.0,52.0,1163.45
14262,9.0,143.0,2618.23
14263,424.0,16.0,322.93
14264,155.0,80.0,1475.86
14265,110.0,79.0,1373.35
14266,429.0,1.0,40.56
14267,151.0,67.0,1269.14
14268,471.0,19.0,354.85
14269,436.0,20.0,261.68
14270,332.0,29.0,492.65
14271,226.0,39.0,219.13
14272,74.0,64.0,920.81
14273,52.0,29.0,559.97
14274,687.0,15.0,256.6
14275,396.0,23.0,1189.38
14276,89.0,139.0,1933.73
14277,16.0,328.0,4974.67
14278,410.0,13.0,205.83
14279,521.0,3.0,191.86
14280,197.0,8.0,134.04
14281,409.0,7.0,245.15
14282,4.0,242.0,7273.66
14283,464.0,41.0,628.44
14284,31.0,69.0,1282.85
14285,22.0,61.0,3284.42
14286,24.0,510.0,8396.7
14287,9.0,8.0,156.23
14288,213.0,17.0,413.85
14289,9.0,47.0,911.26
14290,12.0,158.0,4472.01
14291,2.0,497.0,7844.4
14292,8.0,200.0,8926.45
14293,4.0,118.0,2809.41
14294,408.0,23.0,375.34
14295,41.0,74.0,2327.56
14296,414.0,28.0,448.45
14297,18.0,63.0,1290.48
14298,4.0,2866.0,90489.31
14299,9.0,362.0,12621.98
14300,19.0,3.0,43.2
14301,108.0,58.0,1956.23
14302,431.0,28.0,742.9
14303,408.0,22.0,277.94
14304,223.0,87.0,1523.81
14305,72.0,108.0,1803.76
14306,52.0,48.0,3141.5
14307,89.0,263.0,4279.97
14309,9.0,195.0,3747.96
14310,433.0,22.0,492.1
14311,226.0,30.0,435.9
14312,47.0,180.0,3090.29
14314,107.0,11.0,221.9
14315,22.0,137.0,3168.72
14316,423.0,32.0,1355.34
14317,65.0,24.0,508.58
14318,461.0,9.0,158.02
14319,425.0,26.0,494.85
14320,207.0,85.0,1204.12
14321,11.0,178.0,2207.08
14322,428.0,17.0,384.3
14323,115.0,39.0,574.26
14324,410.0,41.0,701.61
14325,570.0,18.0,245.48
14326,235.0,58.0,923.98
14327,164.0,106.0,1894.93
14329,9.0,566.0,9735.52
14330,624.0,13.0,200.63
14331,125.0,28.0,462.66
14332,23.0,63.0,1943.51
14333,65.0,17.0,351.45
14334,17.0,256.0,4292.98
14335,17.0,63.0,468.26
14336,17.0,90.0,1614.91
14338,159.0,50.0,894.1
14339,240.0,23.0,605.31
14340,219.0,6.0,134.7
14341,46.0,266.0,4443.47
14342,22.0,34.0,843.74
14343,422.0,238.0,1088.91
14344,128.0,230.0,2993.05
14345,39.0,6.0,108.98
14346,121.0,146.0,2315.75
14347,737.0,6.0,82.6
14348,261.0,18.0,409.57
14349,11.0,31.0,133.5
14350,271.0,59.0,951.2
14351,165.0,1.0,51.0
14352,158.0,47.0,1078.96
14353,216.0,25.0,376.5
14354,6.0,9.0,163.62
14355,366.0,60.0,840.05
14356,74.0,33.0,682.24
14357,44.0,41.0,225.77
14358,390.0,25.0,400.06
14359,20.0,56.0,882.58
14360,32.0,118.0,2128.23
14361,579.0,14.0,214.71
14362,23.0,41.0,161.2
14363,403.0,8.0,227.47
14364,109.0,69.0,3717.35
14365,395.0,51.0,634.68
14366,526.0,1.0,136.0
14367,9.0,533.0,9167.82
14368,320.0,8.0,155.0
14369,643.0,26.0,469.13
14370,451.0,47.0,1092.13
14371,296.0,4.0,100.5
14372,444.0,38.0,860.08
14373,359.0,4.0,76.55
14374,542.0,7.0,108.0
14375,186.0,216.0,1132.99
14376,684.0,18.0,215.46
14377,192.0,11.0,617.05
14378,622.0,9.0,131.25
14379,45.0,129.0,1268.91
14380,683.0,1.0,48.96
14381,53.0,114.0,631.34
14382,27.0,302.0,1246.8
14383,39.0,59.0,1247.69
14384,501.0,3.0,58.5
14385,10.0,14.0,202.11
14386,297.0,7.0,142.4
14387,33.0,140.0,1770.56
14388,9.0,405.0,6289.95
14389,9.0,112.0,1836.27
14390,11.0,469.0,6105.58
14391,577.0,14.0,135.6
14392,433.0,14.0,266.4
14393,219.0,5.0,67.95
14394,565.0,6.0,93.8
14395,3.0,795.0,7852.13
14396,66.0,257.0,2011.58
14397,1.0,95.0,2556.68
14398,402.0,53.0,707.79
14399,395.0,195.0,2108.06
14400,150.0,75.0,1703.0
14401,5.0,266.0,6703.4
14402,653.0,8.0,285.6
14403,131.0,21.0,1822.76
14404,34.0,185.0,2666.63
14405,387.0,2.0,195.0
14406,120.0,8.0,156.75
14407,108.0,74.0,2111.08
14408,11.0,129.0,4109.77
14409,72.0,105.0,3276.09
14410,16.0,397.0,2154.35
14411,311.0,14.0,1063.0
14412,36.0,86.0,1417.49
14413,363.0,99.0,770.37
14414,92.0,119.0,2387.48
14415,2.0,1294.0,11919.33
14416,23.0,14.0,490.22
14417,388.0,137.0,604.2
14418,4.0,124.0,1937.25
14419,11.0,229.0,1260.91
14420,86.0,97.0,1627.72
14421,58.0,95.0,2456.62
14422,1.0,555.0,10200.92
14423,219.0,16.0,914.96
14424,18.0,1.0,322.08
14425,431.0,40.0,648.64
14426,19.0,611.0,11129.47
14427,51.0,44.0,1263.52
14428,8.0,148.0,1230.14
14429,404.0,22.0,516.28
14430,512.0,34.0,1181.1
14431,299.0,86.0,2541.6
14432,10.0,382.0,2255.51
14433,466.0,77.0,289.6
14434,22.0,12.0,1372.8
14435,502.0,3.0,90.42
14436,99.0,11.0,271.7
14437,366.0,44.0,873.34
14438,307.0,9.0,131.9
14439,320.0,129.0,9443.04
14440,9.0,126.0,5873.28
14441,1.0,161.0,4426.99
14442,199.0,186.0,5292.17
14443,54.0,136.0,2063.65
14444,457.0,13.0,132.04
14445,456.0,32.0,221.65
14446,1.0,339.0,1241.31
14447,19.0,106.0,1711.73
14448,10.0,20.0,375.35
14449,19.0,496.0,2272.56
14450,181.0,76.0,1128.44
14451,61.0,525.0,3265.59
14452,11.0,132.0,665.59
14453,191.0,22.0,119.93
14454,377.0,110.0,977.3
14455,433.0,77.0,597.61
14456,6.0,975.0,3047.63
14457,311.0,4.0,113.64
14458,381.0,49.0,237.42
14459,156.0,112.0,5375.74
14460,111.0,42.0,919.6
14461,149.0,647.0,6697.6
14462,64.0,292.0,2236.96
14463,99.0,8.0,786.57
14464,569.0,4.0,111.0
14465,247.0,200.0,3946.03
14466,30.0,206.0,4267.15
14467,18.0,308.0,2220.99
14468,734.0,12.0,204.24
14469,417.0,147.0,2112.21
14470,12.0,60.0,712.04
14471,592.0,41.0,400.95
14472,104.0,333.0,2228.22
14473,75.0,7.0,234.34
14474,44.0,133.0,1268.13
14475,72.0,52.0,1035.07
14476,258.0,19.0,215.7
14477,20.0,17.0,1960.61
14478,383.0,68.0,1276.66
14479,254.0,139.0,1124.71
14480,12.0,66.0,1295.27
14481,165.0,152.0,2311.49
14482,19.0,253.0,4192.25
14483,282.0,13.0,257.1
14484,51.0,53.0,1070.98
14485,39.0,47.0,165.75
14486,512.0,6.0,175.5
14487,27.0,178.0,1315.76
14488,52.0,49.0,1047.43
14489,208.0,100.0,1574.93
14490,407.0,80.0,1273.47
14491,176.0,17.0,340.93
14492,431.0,102.0,1574.36
14493,8.0,366.0,5036.05
14494,26.0,17.0,401.46
14495,51.0,8.0,166.3
14496,312.0,109.0,2341.54
14497,302.0,42.0,679.16
14498,43.0,371.0,3911.27
14499,27.0,322.0,2120.62
14500,89.0,7.0,356.85
14501,65.0,10.0,195.11
14502,20.0,630.0,2353.57
14503,4.0,164.0,3543.26
14504,48.0,107.0,673.26
14505,18.0,1620.0,11728.85
14506,18.0,422.0,3020.97
14507,24.0,266.0,3209.93
14508,23.0,189.0,856.09
14509,535.0,25.0,110.95
14510,376.0,79.0,991.98
14511,12.0,65.0,1267.41
14512,188.0,80.0,1223.47
14513,101.0,15.0,770.91
14514,62.0,340.0,4598.98
14515,18.0,178.0,3718.9
14516,517.0,37.0,163.92
14517,34.0,18.0,330.45
14518,65.0,16.0,174.37
14519,684.0,39.0,206.09
14520,2.0,4.0,270.6
14521,478.0,18.0,182.5
14522,25.0,46.0,1758.62
14523,109.0,12.0,241.09
14524,32.0,328.0,2933.71
14525,9.0,544.0,8166.86
14526,390.0,42.0,262.4
14527,3.0,2675.0,26718.67
14528,38.0,18.0,364.22
14529,61.0,229.0,620.04
14530,26.0,486.0,6085.65
14531,480.0,29.0,376.34
14532,237.0,317.0,3846.43
14533,25.0,90.0,3185.12
14534,3.0,756.0,5786.42
14535,60.0,850.0,5872.63
14536,260.0,19.0,171.8
14537,58.0,24.0,635.45
14538,65.0,52.0,1370.84
14539,16.0,32.0,537.48
14540,10.0,274.0,3785.44
14541,59.0,181.0,2499.68
14542,186.0,5.0,103.25
14543,4.0,250.0,12249.61
14544,25.0,192.0,2982.43
14545,675.0,23.0,349.25
14546,5.0,826.0,5012.73
14547,4.0,367.0,3986.74
14548,151.0,113.0,2627.49
14549,312.0,144.0,916.55
14550,11.0,98.0,1353.31
14551,19.0,82.0,858.59
14552,152.0,157.0,511.28
14553,20.0,301.0,1816.04
14554,11.0,216.0,2381.04
14555,58.0,120.0,2310.68
14556,597.0,203.0,835.34
14558,654.0,17.0,614.1
14559,391.0,2.0,75.6
14560,8.0,202.0,6050.44
14561,76.0,69.0,1080.76
14562,4.0,626.0,6415.15
14563,510.0,115.0,679.44
14564,435.0,106.0,2527.82
14565,96.0,160.0,3833.87
14566,111.0,16.0,4092.0
14567,36.0,34.0,1524.46
14568,436.0,46.0,909.5
14569,2.0,35.0,598.98
14570,281.0,68.0,613.75
14571,426.0,31.0,161.65
14572,4.0,528.0,5573.28
14573,180.0,328.0,2158.62
14574,733.0,11.0,143.7
14575,489.0,74.0,460.71
14576,373.0,1.0,35.4
14577,13.0,185.0,1374.25
14578,4.0,24.0,168.63
14579,433.0,25.0,105.56
14580,519.0,1.0,14.85
14581,17.0,65.0,433.8
14582,41.0,6.0,114.11
14583,6.0,506.0,1781.03
14584,170.0,220.0,1684.11
14585,51.0,111.0,1143.27
14586,277.0,11.0,134.16
14587,19.0,384.0,1598.24
14588,579.0,16.0,135.39
14589,372.0,3.0,39.75
14590,425.0,214.0,2887.24
14591,16.0,197.0,1447.14
14592,36.0,164.0,570.46
14593,22.0,628.0,3656.29
14594,8.0,53.0,379.83
14595,20.0,136.0,2164.45
14596,627.0,57.0,229.47
14597,12.0,103.0,2201.54
14598,45.0,62.0,221.97
14599,391.0,82.0,474.54
14600,306.0,54.0,865.17
14601,11.0,7.0,213.96
14602,657.0,31.0,205.36
14603,275.0,2.0,660.0
14604,634.0,23.0,143.86
14605,375.0,111.0,937.16
14606,2.0,6554.0,29610.25
14607,16.0,240.0,18745.56
14608,5.0,44.0,3273.44
14609,73.0,14.0,1366.2
14610,396.0,10.0,24.35
14611,440.0,39.0,599.38
14612,416.0,14.0,877.7
14613,681.0,1.0,76.32
14614,387.0,19.0,295.13
14615,395.0,49.0,934.26
14616,243.0,5.0,527.78
14617,403.0,9.0,190.47
14618,10.0,51.0,1310.52
14619,240.0,62.0,1276.31
14620,205.0,30.0,393.28
14621,2.0,172.0,2918.62
14622,185.0,21.0,320.58
14623,33.0,293.0,2030.83
14624,58.0,51.0,814.07
14625,197.0,272.0,4429.18
14626,9.0,235.0,5374.77
14627,312.0,36.0,432.05
14628,92.0,86.0,1998.0
14629,5.0,153.0,939.21
14630,485.0,21.0,338.65
14631,51.0,92.0,2023.17
14632,263.0,8.0,114.56
14633,267.0,20.0,344.9
14634,438.0,106.0,2044.54
14635,454.0,15.0,215.22
14636,37.0,28.0,609.85
14637,678.0,7.0,106.68
14638,51.0,16.0,443.6
14639,53.0,293.0,4946.81
14640,25.0,201.0,3464.03
14641,22.0,7.0,110.46
14642,59.0,2.0,96.12
14643,171.0,65.0,1654.69
14644,10.0,72.0,2077.47
14645,157.0,50.0,840.24
14646,2.0,3881.0,524538.74
14647,202.0,51.0,519.97
14648,417.0,461.0,4458.21
14649,5.0,575.0,3754.16
14650,590.0,4.0,62.5
14651,68.0,288.0,2034.12
14652,78.0,29.0,114.18
14653,2.0,386.0,3614.54
14654,739.0,27.0,246.86
14655,4.0,109.0,3836.73
14656,170.0,215.0,814.65
14657,18.0,216.0,1450.92
14658,6.0,29.0,247.15
14659,9.0,254.0,2456.53
14660,87.0,30.0,285.74
14661,27.0,4.0,107.95
14662,29.0,253.0,1416.33
14663,431.0,68.0,490.6
14664,20.0,99.0,637.89
14665,61.0,159.0,2172.33
14666,25.0,14.0,195.25
14667,11.0,1298.0,20597.13
14668,446.0,12.0,111.63
14669,242.0,395.0,3243.93
14670,281.0,188.0,602.0
14671,550.0,55.0,1127.45
14672,235.0,106.0,1113.14
14673,4.0,148.0,3037.32
14674,510.0,14.0,173.66
14675,17.0,240.0,1066.9
14676,32.0,140.0,8285.49
14677,593.0,14.0,184.91
14678,580.0,23.0,386.44
14679,372.0,67.0,1272.95
14680,26.0,1441.0,53129.16
14681,72.0,20.0,875.15
14682,188.0,86.0,1514.81
14683,589.0,21.0,146.56
14684,26.0,519.0,1468.55
14685,577.0,196.0,4333.26
14686,415.0,234.0,877.88
14687,107.0,40.0,1402.06
14688,8.0,524.0,6745.1
14689,209.0,13.0,112.8
14690,45.0,109.0,781.24
14691,31.0,71.0,2114.33
14692,138.0,164.0,1735.59
14693,265.0,76.0,1139.86
14694,618.0,15.0,244.31
14695,520.0,86.0,1620.07
14696,5.0,157.0,2465.3
14697,219.0,22.0,188.61
14698,2.0,210.0,1250.76
14699,215.0,50.0,702.6
14700,33.0,170.0,3116.26
14701,11.0,623.0,4498.94
14702,2.0,694.0,6377.02
14703,15.0,22.0,318.17
14704,12.0,483.0,1813.57
14705,199.0,1.0,179.0
14706,619.0,28.0,390.69
14707,436.0,2.0,139.2
14708,3.0,40.0,1763.52
14709,16.0,359.0,8866.48
14710,15.0,442.0,1922.59
14711,11.0,355.0,2838.2
14712,30.0,32.0,1328.07
14713,10.0,680.0,5087.02
14714,25.0,98.0,896.4
14715,25.0,138.0,1840.45
14716,44.0,100.0,565.45
14717,734.0,11.0,81.3
14718,411.0,11.0,226.42
14719,2.0,238.0,1592.18
14720,6.0,37.0,663.81
14721,380.0,27.0,115.77
14722,148.0,94.0,513.37
14723,11.0,438.0,1842.12
14724,591.0,43.0,345.25
14725,25.0,107.0,1264.84
14726,655.0,19.0,124.75
14727,275.0,25.0,291.13
14728,414.0,14.0,190.58
14729,374.0,137.0,593.89
14730,2.0,501.0,2005.06
14731,48.0,45.0,380.02
14732,9.0,282.0,5447.52
14733,10.0,334.0,14220.58
14734,417.0,64.0,1045.47
14735,4.0,371.0,11899.66
14736,486.0,100.0,401.08
14737,4.0,45.0,3554.17
14738,43.0,78.0,1797.39
14739,3.0,247.0,11555.69
14740,192.0,232.0,4068.86
14741,12.0,76.0,1713.09
14742,436.0,34.0,579.85
14743,593.0,3.0,50.48
14744,17.0,116.0,3648.63
14745,113.0,147.0,2491.46
14746,407.0,9.0,593.5
14747,250.0,17.0,294.3
14748,30.0,181.0,2274.34
14749,480.0,18.0,310.15
14750,737.0,32.0,112.03
14751,685.0,7.0,126.45
14752,44.0,5.0,389.64
14753,88.0,48.0,869.51
14754,45.0,138.0,1546.28
14755,10.0,479.0,9861.35
14756,16.0,120.0,2613.46
14757,76.0,19.0,420.5
14758,145.0,136.0,2864.97
14759,5.0,102.0,1625.97
14760,298.0,3.0,53.8
14761,59.0,24.0,447.92
14762,264.0,30.0,417.57
14764,44.0,7.0,250.55
14765,30.0,39.0,254.11
14766,9.0,341.0,6301.88
14767,475.0,18.0,382.81
14768,18.0,4.0,139.5
14769,3.0,1436.0,15696.67
14770,233.0,198.0,3624.89
14771,606.0,48.0,579.92
14772,113.0,9.0,139.26
14773,593.0,9.0,125.7
14774,529.0,13.0,241.45
14775,59.0,60.0,1011.9
14776,52.0,207.0,3339.02
14777,5.0,19.0,239.26
14778,128.0,35.0,730.86
14779,281.0,41.0,386.15
14780,55.0,27.0,447.68
14782,320.0,6.0,200.1
14783,656.0,18.0,305.35
14784,27.0,27.0,449.93
14785,11.0,3.0,77.4
14786,551.0,7.0,90.96
14787,472.0,15.0,110.65
14788,8.0,58.0,1156.32
14789,29.0,6.0,197.64
14790,17.0,145.0,2526.62
14791,607.0,19.0,303.63
14793,5.0,40.0,611.05
14794,3.0,105.0,1889.15
14795,167.0,6.0,131.45
14796,2.0,1523.0,10021.86
14797,508.0,16.0,300.31
14798,53.0,51.0,715.11
14799,52.0,23.0,338.15
14800,48.0,610.0,6929.13
14801,62.0,59.0,193.14
14803,163.0,44.0,845.55
14804,9.0,12.0,353.27
14805,16.0,132.0,1104.64
14806,76.0,20.0,303.43
14807,391.0,40.0,519.29
14808,40.0,242.0,2436.62
14809,622.0,18.0,686.76
14810,41.0,302.0,2356.58
14811,388.0,28.0,170.5
14812,599.0,37.0,185.8
14813,370.0,147.0,935.44
14814,582.0,32.0,160.46
14815,37.0,53.0,778.5
14816,198.0,4.0,271.85
14817,201.0,229.0,3934.36
14818,74.0,107.0,1170.41
14819,65.0,57.0,470.16
14820,22.0,64.0,1274.76
14821,367.0,70.0,1237.65
14822,486.0,9.0,157.7
14823,181.0,70.0,321.43
14824,11.0,162.0,3952.51
14825,4.0,301.0,4722.43
14826,582.0,10.0,385.2
14827,666.0,1.0,0.0
14828,197.0,102.0,9803.46
14829,30.0,89.0,1402.97
14830,54.0,40.0,197.13
14831,575.0,90.0,1623.97
14833,499.0,7.0,94.8
14834,18.0,90.0,2184.21
14835,528.0,3.0,293.1
14836,11.0,6.0,102.45
14837,90.0,213.0,3445.82
14838,424.0,71.0,773.67
14839,419.0,74.0,915.28
14840,268.0,22.0,340.21
14841,54.0,300.0,7163.0
14842,36.0,154.0,2456.8
14843,437.0,9.0,211.8
14844,64.0,278.0,6694.93
14845,600.0,1.0,150.0
14846,424.0,13.0,406.8
14847,149.0,65.0,1320.6
14848,405.0,11.0,310.56
14849,22.0,743.0,15186.6
14850,312.0,198.0,1622.81
14851,24.0,42.0,829.41
14852,59.0,313.0,6123.63
14853,9.0,33.0,1351.37
14854,79.0,222.0,4302.17
14855,120.0,207.0,6520.3
14856,37.0,66.0,1311.38
14857,60.0,218.0,3578.93
14858,506.0,11.0,180.75
14859,13.0,67.0,1703.94
14860,9.0,12.0,168.62
14861,53.0,89.0,1318.4
14862,26.0,48.0,841.2
14863,30.0,11.0,266.76
14865,8.0,6.0,92.52
14866,11.0,140.0,20554.09
14867,186.0,140.0,2910.41
14868,4.0,214.0,4170.06
14869,4.0,259.0,2776.8
14870,262.0,67.0,1794.6
14871,4.0,201.0,1258.97
14872,484.0,42.0,802.68
14873,211.0,49.0,854.13
14874,536.0,6.0,116.18
14875,10.0,92.0,2850.5
14876,522.0,13.0,256.7
14877,419.0,66.0,437.0
14878,13.0,380.0,3835.84
14879,685.0,27.0,185.06
14880,78.0,47.0,706.19
14881,20.0,17.0,255.4
14882,27.0,70.0,3426.55
14883,19.0,54.0,756.64
14884,670.0,8.0,120.6
14885,132.0,30.0,1496.12
14886,253.0,18.0,364.8
14887,80.0,6.0,1862.0
14888,208.0,20.0,369.2
14889,337.0,10.0,135.9
14890,254.0,57.0,817.25
14891,149.0,63.0,1106.73
14892,691.0,13.0,202.35
14893,10.0,107.0,1785.01
14894,86.0,49.0,1412.21
14895,8.0,904.0,24444.27
14896,205.0,258.0,1750.0
14897,8.0,128.0,3100.74
14898,24.0,309.0,3285.96
14899,396.0,137.0,1384.88
14900,523.0,1.0,13.92
14901,12.0,137.0,1920.95
14902,22.0,65.0,1000.27
14903,22.0,359.0,2755.43
14904,3.0,144.0,1640.64
14905,155.0,81.0,1939.69
14907,4.0,276.0,5476.62
14908,75.0,14.0,381.9
14909,429.0,82.0,1380.98
14910,3.0,31.0,389.86
14911,2.0,11358.0,266431.08
14912,17.0,64.0,1869.45
14913,36.0,247.0,4073.13
14915,86.0,92.0,1752.65
14916,71.0,138.0,2888.21
14917,597.0,29.0,1123.75
14918,116.0,141.0,5955.81
14919,540.0,13.0,359.35
14920,213.0,97.0,1607.17
14921,31.0,78.0,1316.07
14922,394.0,50.0,843.74
14923,51.0,44.0,749.1
14924,246.0,31.0,931.01
14926,382.0,4.0,337.65
14927,397.0,20.0,308.2
14928,620.0,22.0,204.46
14929,33.0,34.0,836.69
14930,109.0,285.0,5136.64
14931,5.0,40.0,964.68
14932,366.0,32.0,666.13
14933,444.0,5.0,885.0
14934,73.0,189.0,2521.07
14935,298.0,26.0,2849.83
14936,10.0,528.0,12378.46
14937,57.0,35.0,1617.63
14938,503.0,76.0,2289.43
14940,418.0,32.0,531.49
14941,579.0,7.0,182.1
14942,402.0,19.0,746.56
14943,664.0,5.0,107.62
14944,30.0,310.0,9674.92
14945,414.0,11.0,179.4
14946,15.0,3.0,100.9
14947,73.0,54.0,1049.79
14948,24.0,64.0,1066.57
14949,460.0,30.0,498.55
14950,9.0,20.0,361.25
14951,80.0,20.0,311.69
14952,47.0,321.0,17367.65
14953,26.0,260.0,1005.37
14954,13.0,126.0,503.44
14955,733.0,31.0,163.77
14956,422.0,4.0,1325.0
14957,254.0,29.0,333.29
14958,148.0,72.0,957.94
14959,60.0,61.0,684.97
14960,9.0,27.0,221.27
14961,11.0,680.0,16328.9
14962,271.0,14.0,366.91
14963,10.0,493.0,3164.48
14964,248.0,13.0,206.21
14965,97.0,83.0,599.0
14966,15.0,160.0,1115.84
14967,50.0,29.0,1982.61
14968,31.0,85.0,504.99
14969,704.0,13.0,906.23
14970,69.0,112.0,4317.75
14971,36.0,160.0,1116.57
14972,129.0,20.0,145.07
14973,108.0,32.0,1314.45
14974,38.0,21.0,114.39
14975,58.0,26.0,472.39
14976,58.0,73.0,765.86
14977,726.0,4.0,31.93
14978,73.0,293.0,3114.29
14979,736.0,53.0,439.46
14980,738.0,24.0,150.68
14981,247.0,20.0,313.52
14982,573.0,39.0,237.78
14983,690.0,30.0,183.2
14984,20.0,56.0,1271.41
14985,199.0,87.0,296.75
14986,377.0,100.0,566.9
14987,16.0,16.0,1469.05
14988,212.0,244.0,2066.6
14989,662.0,18.0,342.4
14990,613.0,43.0,305.42
14991,431.0,21.0,314.67
14992,443.0,27.0,210.5
14993,564.0,10.0,36.13
14994,383.0,301.0,913.45
14995,39.0,61.0,233.23
14996,482.0,41.0,442.29
14997,47.0,39.0,771.38
14998,171.0,127.0,770.73
14999,593.0,9.0,129.48
15000,48.0,77.0,490.52
15001,395.0,54.0,230.86
15002,116.0,339.0,4185.63
15003,474.0,347.0,1055.7
15004,148.0,158.0,1246.32
15005,16.0,2512.0,13558.36
15006,52.0,207.0,825.14
15007,160.0,12.0,156.91
15008,481.0,12.0,360.0
15009,13.0,182.0,1261.78
15010,36.0,20.0,308.94
15011,396.0,20.0,416.6
15012,54.0,201.0,669.56
15013,488.0,355.0,1641.3
15014,44.0,35.0,260.17
15015,502.0,302.0,2275.82
15016,173.0,110.0,622.3
15017,34.0,20.0,125.58
15018,39.0,30.0,456.26
15019,267.0,70.0,266.0
15020,380.0,28.0,203.42
15021,9.0,669.0,2499.95
15022,12.0,154.0,1186.09
15023,4.0,983.0,11631.59
15024,10.0,323.0,3584.29
15025,34.0,146.0,1013.09
15026,81.0,140.0,1061.61
15027,31.0,92.0,2974.04
15028,9.0,105.0,971.74
15029,619.0,11.0,362.15
15030,72.0,32.0,1967.16
15031,5.0,426.0,2922.28
15032,257.0,98.0,10515.05
15033,5.0,509.0,2571.02
15034,16.0,770.0,8282.45
15035,90.0,27.0,252.73
15036,73.0,127.0,465.55
15037,377.0,48.0,402.51
15038,69.0,245.0,1143.53
15039,10.0,2750.0,39131.48
15040,542.0,1.0,7.49
15041,171.0,107.0,294.02
15042,200.0,9.0,315.45
15043,32.0,52.0,2873.8
15044,20.0,932.0,15905.9
15045,152.0,11.0,633.66
15046,10.0,408.0,7583.38
15047,270.0,22.0,343.62
15048,66.0,98.0,380.57
15049,274.0,3.0,121.17
15050,26.0,154.0,4138.87
15051,24.0,291.0,3920.16
15052,320.0,30.0,215.78
15053,5.0,71.0,697.79
15054,13.0,114.0,302.1
15055,475.0,85.0,560.07
15056,521.0,7.0,133.45
15057,276.0,69.0,3184.56
15058,26.0,358.0,3377.18
15059,41.0,599.0,3446.67
15060,9.0,121.0,303.09
15061,4.0,905.0,124982.13
15062,72.0,159.0,2585.62
15063,214.0,5.0,370.8
15064,411.0,81.0,1254.41
15065,38.0,169.0,3304.71
15066,32.0,47.0,760.59
15067,79.0,177.0,3865.13
15068,47.0,221.0,1176.85
15069,180.0,70.0,1109.53
15070,373.0,33.0,737.05
15071,94.0,54.0,1455.56
15072,480.0,13.0,187.52
15073,10.0,181.0,2357.04
15074,106.0,73.0,1566.33
15075,78.0,27.0,773.03
15076,173.0,82.0,1425.84
15077,457.0,34.0,2423.88
15078,8.0,786.0,17101.37
15079,213.0,145.0,3546.75
15080,428.0,31.0,546.25
15081,23.0,101.0,1837.12
15082,669.0,6.0,93.35
15083,257.0,5.0,88.2
15084,380.0,31.0,965.2
15085,730.0,9.0,347.54
15086,565.0,11.0,218.53
15087,282.0,15.0,306.94
15088,22.0,60.0,1140.27
15089,11.0,145.0,2420.84
15090,309.0,23.0,381.32
15091,54.0,59.0,1034.91
15092,216.0,46.0,773.16
15093,19.0,328.0,13034.15
15094,464.0,5.0,83.0
15095,104.0,126.0,3135.74
15096,43.0,11.0,219.39
15097,5.0,68.0,587.05
